"x","y","SL","TA","true.behav"
0,0,NA,NA,NA
-0.0737343532102392,-0.00614169476504231,0.0739896969713977,-3.0584896010375,"Resting"
-0.0737000876335042,-0.00613248462505072,3.54817759933444e-05,-2.9621148401549,"Resting"
-0.0877595497033583,-0.00830312863521412,0.01422603841948,3.03219259855024,"Resting"
0.16152287829128,0.103187980605686,0.273078736533382,-2.87421031918889,"Resting"
0.103722165498099,0.0777630743265666,0.0631454531910404,3.13542901074513,"Resting"
0.2976943411137,0.24354577045326,0.255164862879052,-2.84879167632693,"Resting"
0.265678871136352,0.176203814043265,0.07456493419159,-2.72178482702402,"Resting"
0.265721173503725,0.17626161117312,7.16240078799095e-05,2.95355725614794,"Resting"
0.251644208498114,0.161305618990063,0.0205388082894028,3.01828553537158,"Resting"
0.223815276752449,0.0935944971089995,0.0732068676320545,0.365181802029327,"Resting"
0.241890598078897,0.125185299207884,0.0363963736971865,3.01183624056594,"Resting"
-0.200074095685971,0.276400151339293,0.46711746064539,1.76084383903647,"Resting"
-0.386525603128394,-0.0357483877988966,0.36359438267616,1.36200987777177,"Resting"
-0.386513353882281,-0.0357363815237971,1.71521040141867e-05,2.88462176656256,"Resting"
-0.692872692041024,-0.521826579301643,0.574577866309492,-2.90854483324084,"Resting"
-0.533849646371732,-0.417113800009596,0.190402455869147,2.71547381369389,"Resting"
-0.551536729240979,-0.430408438070456,0.0221264615696422,-3.07934157911506,"Resting"
-0.549812286333625,-0.428029704112089,0.00293803992236552,-2.84262756828439,"Resting"
-0.612013421086992,-0.468666679393074,0.0742990237122535,2.77676871460574,"Resting"
-0.204489661011449,-0.482261377679394,0.407750451682895,2.5295431850328,"Resting"
-0.170099627167989,-0.517556179224846,0.04927877275143,-0.765034232562133,"Resting"
-0.170099648962691,-0.517556143807034,4.1586421139473e-08,2.92081454889238,"Resting"
-0.169999811137574,-0.51768267281573,0.00016117438185361,-3.02520083375918,"Resting"
-0.154439905060183,-0.433333892182126,0.0857719503772247,2.29114350707846,"Resting"
-0.168454697454441,-0.529390976232909,0.097074084091447,-3.10405083165424,"Resting"
-0.168124996910124,-0.525518211081096,0.00388677403125303,-3.08164255583563,"Resting"
-0.157050961440178,-0.680407238427447,0.155284400549084,-2.98528919858817,"Resting"
-0.157053169073669,-0.680407760433539,2.26850964134819e-06,-1.40998103788045,"Resting"
1.004874250556,-0.590603763572717,1.16539267474077,2.98653770930841,"Resting"
1.00495203356421,-0.585975499773227,0.00462891736737965,1.476856350156,"Resting"
1.04616925559682,-0.986102952132569,0.402244748285994,-3.02213996349489,"Resting"
1.04627778300475,-0.985968560027649,0.000172740950951042,2.35962101092335,"Resting"
1.05597962613606,-0.999454422050154,0.0166130742078219,-1.83863583736085,"Resting"
0.95169850093667,-0.958938144235507,0.111875474706495,-2.56500862839984,"Resting"
0.958459215261917,-0.964027914128323,0.00846244738532611,2.86685218161118,"Resting"
0.919404444287758,-0.923370335802314,0.0563765359984057,2.9814092245032,"Resting"
1.51529943270587,-1.53658400891679,0.855056633280143,-3.13581050652491,"Resting"
1.51528383938497,-1.53656633451064,2.35698173453154e-05,3.09344091611079,"Resting"
1.55766135121728,-1.92432449151906,0.390066970962251,2.52752525231155,"Resting"
1.48239504141352,-1.71274610483383,0.224567208433917,-2.90867237502737,"Resting"
2.0425578414776,-1.19344295357876,0.763844307093455,-1.16500859572088,"Resting"
2.02207207921048,-1.21508650594095,0.0298011713615429,-3.07628408890843,"Resting"
2.58645157670532,-0.591167652462027,0.841307882358763,-3.11900470081343,"Resting"
2.29978985981974,-0.816899351846562,0.364869483562024,2.97317300540864,"Resting"
2.2998876743175,-0.816789334447287,0.000147212445517174,-2.96458794463179,"Resting"
2.29980698016034,-0.816984198077122,0.000210910837162211,-2.80744949264282,"Resting"
2.30073383091537,-0.802480870084826,0.0145329135129265,-2.81280485539774,"Resting"
2.29582572129064,-0.807858920433867,0.00728100031899036,2.46566873452623,"Resting"
2.29658891338722,-0.806530906495211,0.00153169291881232,-2.92344832372986,"Resting"
2.169458066506,-0.741873081562181,0.14262849138165,1.62189706321479,"Resting"
2.17549795103184,-0.742987270828489,0.0061417931263297,-2.85351565211527,"Resting"
1.69905872605833,-2.45854103903193,1.78048281842044,-1.65926603291402,"Resting"
1.69235275260668,-2.45778722321366,0.00674820851945694,-1.41184517480357,"Resting"
1.70605463356029,-2.46463321868842,0.0153169577823737,2.79017350090067,"Resting"
1.70099629889398,-2.46094051356579,0.00626281252466253,2.97435816296545,"Resting"
1.7373308823244,-2.48457701817794,0.0433461221257787,-3.08774254363032,"Resting"
1.71797954329528,-2.5047629977061,0.0279633347748721,-1.75834420195949,"Resting"
1.74680595470197,-2.48886556694786,0.0329194516859116,2.83907262870436,"Resting"
1.71205082156378,-2.52260652526826,0.0484393594903173,-2.87498492333946,"Resting"
2.29860642095624,-1.74177859344898,0.976595991333071,-2.98565600372834,"Resting"
2.26635096834007,-1.76897758780337,0.0421924106607369,2.91561780165712,"Resting"
2.30057009804902,-1.7352506629119,0.0480463765613263,-3.06399314297517,"Resting"
2.25015156354037,-1.77420584105978,0.0637144765852578,3.02126991154773,"Resting"
2.31382944484968,-1.74566500494486,0.0697814580972659,2.90512255308304,"Resting"
2.32117936644507,-1.82398426087515,0.0786633790078461,-1.89858612297713,"Resting"
2.30573483790568,-1.80125196801716,0.0274825508347682,-2.63839170934551,"Resting"
2.30936012068851,-1.80892691679823,0.00848808070458675,2.98610627355201,"Resting"
1.9766329001943,-1.71326325063431,0.346206499479325,-2.29204505454346,"Resting"
1.97663307766346,-1.71323870772028,2.45435556665935e-05,-1.29806460922257,"Resting"
1.77015600042059,-1.75495083830145,0.210648250086198,1.77736257020926,"Resting"
1.77016997565436,-1.75493476290776,2.13008319373736e-05,-2.48575594637031,"Resting"
1.76239293727051,-1.76314817905843,0.0113111684139228,3.09910183366364,"Resting"
1.76598601261105,-1.7580721197219,0.00621904886544378,-2.99945088386335,"Resting"
1.71337839570044,-1.80983045971355,0.0738003192113974,2.96403045382269,"Resting"
1.71337894074252,-1.80982981052886,8.4765065693682e-07,-3.04647034863952,"Resting"
1.22858469430859,-2.51275684619957,0.853892193928641,-3.04694518862784,"Resting"
1.22859004312566,-2.5127515576069,7.52190511349746e-06,2.95429868937996,"Resting"
1.22979983423615,-2.52789211754057,0.0151888165976208,-2.27079840263876,"Resting"
