"x","y","dist","rel.angle","behav_fine","behav_coarse","dt","id","obs","time1","SL","TA","tseg"
0,0,NA,NA,NA,NA,3600,1,1,1,NA,NA,1
-0.0302684132821005,-0.0360439702864031,0.0470674477385714,-2.26931751744424,"Resting","Resting",3600,1,2,2,1,2,1
-12.9250886121989,-10.7751248992198,16.7810681173927,-0.177839119312896,"Transit","Resting",3600,1,3,3,5,4,1
-12.8916732901003,-10.7227450794685,0.0621307433411889,-2.83308465828037,"Resting","Resting",3600,1,4,4,1,1,1
-13.2619516982658,-11.1760069229637,0.585279760731786,3.02447210657949,"Resting","Resting",3600,1,5,5,1,8,1
-16.1710359094338,-18.0530197166187,7.46699912359453,0.284784154925511,"Transit","Resting",3600,1,6,6,3,5,1
-16.1512555440941,-18.0106613647991,0.0467492547732023,3.10489960278641,"Resting","Resting",3600,1,7,7,1,8,1
-16.1512386808609,-18.0107259024525,6.67044027749786e-05,-2.44913214832795,"Resting","Resting",3600,1,8,8,1,1,1
-16.1513728559665,-18.0104049446199,0.000347874818448568,-3.00120565394953,"Resting","Resting",3600,1,9,9,1,1,1
-15.8852885285988,-18.2660570783052,0.368997131057381,-2.73216776144499,"Resting","Resting",3600,1,10,10,1,1,1
-15.9033713876985,-18.2490449793695,0.0248274304634545,-3.13108422134145,"Resting","Resting",3600,1,11,11,1,1,1
-15.9003485654277,-18.2524853317255,0.00457968108216649,3.04657999555454,"Resting","Resting",3600,1,12,12,1,8,1
-18.1726910964323,-18.0218426468195,2.28401765017547,-2.39283628418044,"Resting","Resting",3600,1,13,13,1,1,1
-18.3496344125513,-17.9870880700705,0.180324201715125,-0.092793925632833,"Resting","Resting",3600,1,14,14,1,4,1
-18.2879374156085,-17.9988027798537,0.0627993141448619,-3.13528636580525,"Resting","Resting",3600,1,15,15,1,1,1
-19.2627367353204,-17.6357085154477,1.04022649387295,2.97267339492278,"Resting","Resting",3600,1,16,16,1,8,1
-19.2402325415076,-17.6287615683867,0.02355204476538,-2.48561696058481,"Resting","Resting",3600,1,17,17,1,1,1
-19.2402538942165,-17.6287632359006,2.14177211795337e-05,2.92011300728433,"Resting","Resting",3600,1,18,18,1,8,1
-28.1084926716846,-22.2228149494383,9.98754074639229,0.400035119139862,"Transit","Resting",3600,1,19,19,4,5,1
-28.0277806737996,-22.205639900088,0.0825191427655844,2.87328884437691,"Resting","Resting",3600,1,20,20,1,8,1
-28.0320464352722,-22.186399698271,0.0197074119787886,1.57931099453241,"Resting","Resting",3600,1,21,21,1,7,1
-28.007860401885,-22.3175310349387,0.133343135058638,3.10580256439578,"Resting","Resting",3600,1,22,22,1,8,1
